Accession,Kingdom,Ncbi.Phylum,Ncbi.Class,Ncbi.Order,Ncbi.Family,Ncbi.Genus,Ncbi.Species,Strain,Checkm_completeness,Checkm_contamination,Genome_size,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_024129755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus S1180-3,99.93,0.27,3055454,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030325645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus N123,99.93,0.27,2857169,0,0,0,0,0,0,1,0,0,0,0,0
GCA_015217905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus C15_T,99.93,2.74,3455091,0,0,0,0,0,0,1,0,0,0,0,0
GCA_004005445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus DFZJB80-1,99.93,0.82,3095556,0,0,0,0,0,0,1,0,0,0,0,0
GCA_024129655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus S1180-5,99.93,0.27,3088878,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030327775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus N26-2,99.93,0.27,2983300,0,0,0,0,0,0,1,0,0,0,0,0
GCA_010918195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus MMS9-2,99.93,0.68,3167100,0,0,0,0,0,0,1,0,0,0,0,0
GCA_017309425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus GXNN15X4,99.79,0.41,3045715,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030325725.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus N93-1,99.93,0.34,3081999,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030325545.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus N169,99.93,0.27,2963816,0,0,0,0,0,0,1,0,0,0,0,0
GCA_013116605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus UBT1,99.93,0.55,2966437,0,0,0,0,0,0,1,0,0,0,0,0
GCA_012278735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus 80-1-2,99.93,0.27,3038308,0,0,0,0,0,0,1,0,0,0,0,0
GCA_000369465.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus CIP 53.82,99.93,0.27,3150340,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030325505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus N195,100,0.27,2923588,0,0,0,0,0,0,1,0,0,0,0,0
GCA_010918375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter indicus,Acinetobacter indicus B18,99.93,0.42,3632894,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029841075.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03851,100,0.07,3574701,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040066905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XH1733,100,0,3396674,0,0,0,0,0,0,1,0,0,0,0,0
GCA_002018895.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii MF4640,100,0.13,3794480,0,0,0,0,0,0,1,0,0,0,0,0
GCA_034555415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii FAHZZU3110hy,100,0.59,3518019,0,0,0,0,0,0,1,0,0,0,0,0
GCA_016027055.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii FDAARGOS_910,100,0.27,3617455,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040066875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XH1778,100,0.16,3573862,0,0,0,0,0,0,1,0,0,0,0,0
GCA_004337595.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii M19,100,0.04,3804254,0,0,0,0,0,0,1,0,0,0,0,0
GCA_020162195.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii CSUSB1,100,0.43,3655004,0,0,0,0,0,0,1,0,0,0,0,0
GCA_024807495.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii BIGb0494,100,0,3523795,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040067635.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XH1780,100,0.45,3606542,0,0,0,0,0,0,1,0,0,0,0,0
GCA_009789205.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii UCO-489,98.63,0.85,3704714,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030867405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii AYTCM,100,0.4,4102713,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031157845.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii C-RB-39,100,0.04,3335630,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029842835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03757,100,0.04,3329177,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029842765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03761,100,0,3457314,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003952785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii IC001,100,0.27,3736232,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003940285.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii AJ_385,100,0.34,3917432,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029843655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03717,100,0.32,3696523,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029839745.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03920,100,0.72,3873808,0,0,0,0,0,0,1,0,0,0,3,0
GCA_028649355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii Gutcm_16,100,0.27,3543668,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040067035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XH1781,100,0.55,3319078,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025513415.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii WU_MDCI_Aj40,100,0.13,3490417,0,0,0,0,0,0,1,0,0,0,0,0
GCA_034555395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii FAHZZU3567hy,100,0.72,3530360,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003240765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii S2_018_000_R3_109,95.1,3.98,3234483,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040066925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii XH1782,100,0.13,3460024,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029841405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03833,100,0.04,3387477,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029841675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03818,100,0.31,3598742,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001828765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii none,100,0.48,3474931,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029839405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii GD03938,100,0.31,3316351,0,0,0,0,0,0,1,0,0,0,0,0
GCA_016728805.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii FDAARGOS_1092,100,0.43,4135620,0,0,0,0,0,0,1,0,0,0,0,0
GCA_039655985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii BWR-L5,100,0.27,3706652,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025717035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter johnsonii,Acinetobacter johnsonii F,100,0.04,3571570,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003293765.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii SC54,100,0.27,3388676,0,0,0,0,0,0,1,0,0,0,0,0
GCA_022809695.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii A2-1,100,0.27,3249007,0,0,0,0,0,0,1,0,0,0,0,0
GCA_900444865.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii NCTC12153,100,0.27,3344648,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029841115.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii GD03846,100,0.04,3243061,0,0,0,0,0,0,1,0,0,0,0,0
GCA_015351505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii SK-43,100,0.37,3542174,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029839935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii GD03910,100,0.31,3857821,0,0,0,0,0,0,1,0,0,0,3,0
GCA_001767535.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii none,95.87,0.27,2965402,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003293755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii SC22,100,0.27,3387697,0,0,0,0,0,0,1,0,0,0,0,0
GCA_004921845.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii RC08,100,0.43,3409794,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025513885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii WU_MDCI_Aw72,100,0,3392810,0,0,0,0,0,0,1,0,0,0,0,0
GCA_901873405.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii Acinetobacter_junii_BgEED01,100,0,3213786,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003939835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii AJ_243,100,0.27,3370312,0,0,0,0,0,0,1,0,0,0,0,0
GCA_029842755.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii GD03765,100,0.27,3160896,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003484365.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii UBA12054,95.6,0.82,2998072,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031461105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii Aj139-038,100,0.27,3274003,0,0,0,0,0,0,1,0,0,0,0,0
GCA_016743155.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii CAM121,99.04,0.55,3361061,0,0,0,0,0,0,1,0,0,0,0,0
GCA_004920505.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii RS03,100,0,3324854,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040068375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii XH1682,100,0.04,3410788,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025562355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii WU_MDCI_Aw63,100,0.64,3642270,0,0,0,0,0,0,1,0,0,0,0,0
GCA_023973105.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii AJ6079,100,0.31,3362966,0,0,0,0,0,0,1,0,0,0,0,0
GCA_035798055.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii Ajun-H1-2,100,0.27,4025181,0,0,0,0,0,0,1,0,0,0,0,0
GCA_012271855.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii KCTC 42611,100,0.14,3208237,0,0,0,0,0,0,1,0,0,0,0,0
GCA_037937475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii 21A3096 case 1,100,0,3637757,0,0,0,0,0,0,1,0,0,0,0,0
GCA_021384305.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii T650,100,0.72,3414233,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003293735.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter junii,Acinetobacter junii SC57,100,0.27,3393060,0,0,0,0,0,0,1,0,0,0,0,0
GCA_016918775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AC1697,97.81,0,3886411,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031581885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis HX_S51,100,0,3834894,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030554355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis PUMA0102,100,0.14,3857551,0,0,0,0,0,0,1,0,0,0,0,0
GCA_002082665.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis SSA3,100,0,4142356,0,0,0,0,0,0,1,0,0,0,0,0
GCA_030552135.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis PUMA0063,100,0.14,3829639,0,0,0,0,0,0,1,0,0,0,0,0
GCA_036530935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis MGL-55_B3,96.71,0,3589873,0,0,0,0,0,0,1,0,0,0,0,0
GCA_018139385.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AC1631,100,0.24,3850408,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003007235.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AB7,100,0,3769441,0,0,0,0,0,0,1,0,0,0,0,0
GCA_018139265.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AC1892,99.45,0,3848635,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031157035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis C-ZR-12,100,0.21,3875846,0,0,0,0,0,0,1,0,0,0,0,0
GCA_018863355.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis An185,100,0.31,3951105,0,0,0,0,0,0,1,0,0,0,0,0
GCA_000368605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis NIPH 386,100,0,4046703,0,0,0,0,0,0,1,0,0,0,0,0
GCA_017837875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AC1572,100,0,3662423,0,0,0,0,0,0,1,0,0,0,0,0
GCA_900494785.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis 4300STDY7045696,99.63,0,3884766,0,0,0,0,0,0,1,0,0,0,0,0
GCA_002161975.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis ABUH381,100,0.55,3964868,0,0,0,0,0,0,1,0,0,0,0,0
GCA_040786445.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AB28,100,0.5,3694459,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031158435.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis C-SD-58,100,0.27,3970821,0,0,0,0,0,0,1,0,0,0,0,0
GCA_009645875.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AMA22,100,0,4045766,0,0,0,0,0,0,1,0,0,0,0,0
GCA_017837835.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AC1517,100,0.21,3761624,0,0,0,0,0,0,1,0,0,0,0,0
GCA_038020555.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis AB2594,100,4.38,4160427,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025513995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter nosocomialis,Acinetobacter nosocomialis WU_MDCI_An100,100,0,3967925,0,0,0,0,0,0,1,0,0,0,0,0
GCA_021460885.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii MIN-007,100,0.55,4443714,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031581645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii HX_S62,99.73,0.27,3966753,0,0,0,0,0,0,1,0,0,0,0,0
GCA_041532925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii A7126,99.91,0.27,4007923,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025515035.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii WU_MDCI_Ap258,100,0.27,3952591,0,0,0,0,0,0,1,0,0,0,0,0
GCA_041533085.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii A7121,99.91,0.27,3953828,0,0,0,0,0,0,1,0,0,0,0,0
GCA_000581095.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii 1295259,100,1.37,4119592,0,0,0,0,0,0,1,0,0,0,0,0
GCA_014169935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii BEC1-S18-ESBL-01,100,0,4031700,0,0,0,0,0,0,1,0,0,0,0,0
GCA_041533425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii A7073,100,0.68,3795907,0,0,0,0,0,0,1,0,0,0,0,0
GCA_016522335.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii AP436,100,0.45,4204171,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003354845.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii 2010C01-170,93.34,0.81,4176213,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001706555.2,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii UKK-0539,100,0.82,4197436,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001706585.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii St-20772-90,100,0.27,4061720,0,0,0,0,0,0,1,0,0,0,0,0
GCA_034071845.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii HCG62,100,0.14,4143281,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031158515.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii C-LY-41,100,0.34,4030189,0,0,0,0,0,0,1,0,0,0,0,0
GCA_031156925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii C-ZR-87,100,0.27,4001276,0,0,0,0,0,0,1,0,0,0,0,0
GCA_003947705.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii TG41012,100,0.27,4142656,0,0,0,0,0,0,1,0,0,0,0,0
GCA_041531925.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Acinetobacter pittii,Acinetobacter pittii A9061,100,0.55,3982297,0,0,0,0,0,0,1,0,0,0,0,0
