ncbi_genbank_assembly_accession,Checkm_completenes,Checkm_contamination,Silva.Kingdom,Silva.Phylum,Silva.Class,Silva.Order,Silva.Family,Silva.Genus,Silva.Species,Ncbi.Species,Strain,Exo_amylase,Endo_amylase,Exo_cellulase,Endo_cellulase,Exo_hemicellulose,Endo_hemicellulose,Exo_chitosanase,Endo_chitosanase,Ligninase,TEA_Oxygen,TEA_Nitrate,TEA_Sulfite
GCA_001522805.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP120,0,1,3,0,2,0,2,0,0,4,0,0
GCA_041103175.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia Bmkn7,0,1,3,0,2,0,2,0,0,4,0,0
GCA_002247545.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella_burnetii,Coxiella burnetii,Coxiella burnetii Dugway 7D77-80,0,0,0,0,0,0,1,0,0,0,0,0
GCA_025961135.1,100,0,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii USDA 117,1,2,2,1,1,0,1,1,0,3,3,0
GCA_000019885.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella_burnetii,Coxiella burnetii,Coxiella burnetii CbuK_Q154,0,0,0,0,0,0,1,0,0,0,0,0
GCA_002896755.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella_burnetii,Coxiella burnetii,Coxiella burnetii Q545,0,0,0,0,0,0,1,0,0,0,0,0
GCA_002247205.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Coxiellales,Coxiellaceae,Coxiella,Coxiella_burnetii,Coxiella burnetii,Coxiella burnetii Turkey RSA315,0,0,0,0,0,0,1,0,0,0,0,0
GCA_001532235.1,100,0,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia MSMB593WGS,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001528685.1,100,0.01,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia MSMB1062WGS,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001529755.1,100,0.01,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia MSMB1061WGS,0,0,3,0,1,0,2,0,0,1,0,0
GCA_038900555.1,100,0.02,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_nodosa,Paraburkholderia nodosa,Paraburkholderia nodosa JPY167,0,1,4,1,1,1,1,0,0,2,3,0
GCA_003294055.1,100,0.03,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia BE51,0,1,3,0,2,0,2,0,0,3,0,0
GCA_001524125.1,100,0.03,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia FL-6-3-10-S1-D0,0,1,4,0,2,0,2,0,0,4,2,0
GCA_014397645.1,100,0.04,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_tuberum,Paraburkholderia tuberum,Paraburkholderia tuberum 31.1,2,1,4,1,2,1,1,0,0,3,0,0
GCA_022430545.2,100,0.04,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium_paraterrae,Mycobacterium paraterrae,Mycobacterium paraterrae DSM 45127,1,1,0,0,0,0,1,0,0,2,0,0
GCA_040549585.1,100,0.05,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 160,2,2,0,1,0,1,2,0,0,3,1,0
GCA_028462305.2,100,0.06,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia SCCH90 Bcn202840,0,1,2,0,1,0,2,1,0,3,0,0
GCA_003854415.1,100,0.06,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia Bp9007,0,1,2,0,1,0,2,1,0,3,0,0
GCA_001522815.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP121,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001525765.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP144,0,1,3,0,2,0,2,0,0,4,0,0
GCA_000012945.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_lata,Burkholderia lata,Burkholderia lata 383,0,1,2,0,1,0,2,0,0,3,0,0
GCA_001525785.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP169,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522945.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP142,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522875.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP131,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522785.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP108,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001525775.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP185,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522625.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP107,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001521915.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP98,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001523085.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT25-BP2,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001525925.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP105,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522985.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP157,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001525895.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP104,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522925.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP133,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522965.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP156,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522695.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP99,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522305.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP97,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001522575.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP101,0,1,3,0,2,0,2,0,0,4,0,0
GCA_001525945.1,100,0.08,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia INT3-BP109,0,1,3,0,2,0,2,0,0,4,0,0
GCA_018130245.1,100,0.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum SZCCT0231,1,1,1,1,0,1,2,0,0,3,1,0
GCA_030584745.1,100,0.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum S04E-Bj,1,1,0,1,0,1,2,0,0,3,1,0
GCA_030584785.1,100,0.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum S06K-Bj,1,1,0,1,0,1,2,0,0,3,1,0
GCA_004152955.1,100,0.12,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii BR29,1,2,2,1,1,0,1,1,0,3,3,0
GCA_040965735.1,100,0.12,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_nodosa,Paraburkholderia nodosa,Paraburkholderia nodosa BR10936,0,1,4,2,2,1,1,0,0,2,3,0
GCA_014201055.1,100,0.13,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_tuberum,Paraburkholderia tuberum,Paraburkholderia tuberum CI2,2,2,3,1,3,2,1,0,0,3,0,0
GCA_014397665.1,100,0.14,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_tuberum,Paraburkholderia tuberum,Paraburkholderia tuberum UCT2,2,2,4,1,3,1,1,0,0,3,0,0
GCA_006539645.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum NBRC 14783,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024807725.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 73,1,2,0,1,0,1,2,0,0,3,0,0
GCA_014194605.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum DSM 30140,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024809305.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 57,1,2,0,1,0,1,2,0,0,3,1,0
GCA_001038185.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum FN1,1,2,0,1,0,1,2,0,0,3,1,0
GCA_037623515.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum 532C,1,2,0,1,0,1,2,0,0,3,1,0
GCA_000284375.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 6,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024809875.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 66a,1,2,0,1,0,1,2,0,0,3,0,0
GCA_024808735.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 50,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024807735.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 78,1,2,0,1,0,1,2,0,0,3,1,0
GCA_038729565.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum NL2,1,2,0,1,0,1,2,0,0,3,1,0
GCA_025961155.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii USDA 120,1,2,2,1,1,0,1,0,0,3,3,0
GCA_024808485.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 58,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024809355.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum USDA 41,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024171225.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii USDA 31,1,2,2,1,1,0,1,0,0,3,3,0
GCA_024171005.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii USDA 29,1,2,2,1,1,0,1,0,0,3,3,0
GCA_029714545.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_pachyrhizi,Bradyrhizobium pachyrhizi,Bradyrhizobium pachyrhizi CB1923,1,2,1,1,1,0,1,0,0,5,1,0
GCA_029892585.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum SEMIA 417,1,2,0,1,0,1,2,0,0,3,1,0
GCA_024170535.1,100,0.15,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_elkanii,Bradyrhizobium elkanii,Bradyrhizobium elkanii USDA 15,1,2,2,1,1,0,1,0,0,3,3,0
GCA_014200965.1,100,0.17,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_tuberum,Paraburkholderia tuberum,Paraburkholderia tuberum Kb1A,1,1,4,1,2,1,1,0,0,3,0,0
GCA_014200875.1,100,0.17,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Paraburkholderia,Paraburkholderia_tuberum,Paraburkholderia tuberum,Paraburkholderia tuberum HC6.4b,1,1,4,1,2,1,1,0,0,3,0,0
GCA_023278145.1,100,0.17,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Bradyrhizobium,Bradyrhizobium_japonicum,Bradyrhizobium japonicum,Bradyrhizobium japonicum S06B-BJ,1,1,0,1,0,1,2,0,0,3,0,0
GCA_019643005.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia 110730038-3,0,1,3,0,2,0,2,0,0,3,0,0
GCA_019642755.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia 113330051-1,0,1,3,0,2,0,2,0,0,3,0,0
GCA_019642825.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia 112620001-2,0,1,3,0,2,0,2,0,0,3,0,0
GCA_014142185.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia s31,0,1,3,0,2,0,2,0,0,3,0,0
GCA_014142305.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia s22,0,1,3,0,2,0,2,0,0,3,0,0
GCA_014142095.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia s33,0,1,3,0,2,0,2,0,0,3,0,0
GCA_014141955.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia s41,0,1,3,0,2,0,2,0,0,3,0,0
GCA_019642525.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia 122630001-1,0,1,3,0,2,0,2,0,0,3,0,0
GCA_014142565.1,100,0.18,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,Burkholderia_cepacia,Burkholderia cepacia,Burkholderia cepacia s12,0,1,3,0,2,0,2,0,0,3,0,0
GCA_900058835.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467548,1,0,0,0,0,0,2,0,0,1,0,0
GCA_022576735.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 3718,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900062485.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467518,1,0,0,0,0,0,2,0,0,1,0,0
GCA_027272905.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila L02-465,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900061515.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467344,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900063055.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467308,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900062525.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467450,1,0,0,0,0,0,2,0,0,1,0,0
GCA_026689415.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila PATHC027,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900063885.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467601,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900059995.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467447,1,0,0,0,0,0,2,0,0,1,0,0
GCA_004921985.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila POC1,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900061715.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467464,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900064385.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467657,1,0,0,0,0,0,2,0,0,1,0,0
GCA_027273155.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila H39,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900061575.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467389,1,0,0,0,0,0,2,0,0,1,0,0
GCA_001753065.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila C8_S,1,0,0,0,0,0,2,0,0,1,0,0
GCA_001766375.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila FFI337,1,0,0,0,0,0,2,0,0,1,0,0
GCA_004169185.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila NMB002471,1,0,0,0,0,0,2,0,0,1,0,0
GCA_004922705.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila C2_1,1,0,0,0,0,0,2,0,0,1,0,0
GCA_004169585.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila NMB002523,1,0,0,0,0,0,2,0,0,1,0,0
GCA_001969405.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila F4469,1,0,0,0,0,0,2,0,0,1,0,0
GCA_003345635.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila Calgary2017a_YYC,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900064375.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467649,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900065435.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467333,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900057745.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467358,1,0,0,0,0,0,2,0,0,1,0,0
GCA_004169065.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila NMB002483,1,0,0,0,0,0,2,0,0,1,0,0
GCA_003205155.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila GC01,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900061675.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2531STDY5467459,1,0,0,0,0,0,2,0,0,1,0,0
GCA_900056215.1,100,0.19,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,Legionella_pneumophila,Legionella pneumophila,Legionella pneumophila 2532STDY5467616,1,0,0,0,0,0,2,0,0,1,0,0
